行ID,施設名,郵便番号,住所,電話番号,ウェブサイトURL,初診の対応可能,再診の対応可能,対応診療科,担当医師名,対面診療が必要と判断した場合に連携する医療機関名（複数ある場合は複数、住所も併せて記載）,地方ID,地方,ID地方,都道府県ID,都道府県,ID都道府県,市区町村ID,市区町村,ID市区町村,二次医療圏ID,二次医療圏,ID二次医療圏
4646,横須賀タワークリニック,238-0008,横須賀市大滝町2-6-401ザ・タワー横須賀中央４F,046-821-0008,http://ytc.clinic,×,〇,内科小児科循環器内科神経内科糖尿病内科,平田文彦井上公俊深井浩介小池陽子,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4647,八木医院,239-0833,横須賀市ハイランド１－22－１,046-848-5140,http://www.yagiclinic.net,〇,〇,小児科アレルギー科,八木剛一,横須賀共済病院県立こども医療センター（横浜市）,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4648,めぐみケアクリニック,239-0831,横須賀市久里浜１－11－７,046-837-3341,https://kurihama-megumi.com/,〇,〇,内科整形外科耳鼻咽喉科,大木誠,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4649,大澤医院,238-0042,横須賀市汐入町２－２－12ベイサイドビル２F,046-822-0249,,×,〇,内科小児科,大澤章俊,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4650,今井ウイメンズクリニック,238-0311,横須賀市太田和１－１－８－２F,046-855-0714,,×,〇,産科婦人科,今井一夫,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4651,鈴木内科クリニック,239-0831,横須賀市久里浜１－３－17鈴栄メディカルビル２Ｆ,046-833-8823,https://szknaikac.jp,〇,〇,内科,鈴木基好,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4652,青山医院,239-0807,横須賀市根岸町４－１－31,046-834-3873,,〇,〇,内科,青山清次,横須賀共済病院横須賀市立うわまち病院衣笠病院,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4653,橋本医院,237-0062,横須賀市浦郷町３－75,046-865-3754,,×,〇,内科,橋本眞生,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4654,汐入ぱくクリニック,238-0042,横須賀市汐入町２－40青柳ビル１階,046-826-4189,https://www.shioiri-park-cl.jp,×,〇,内科,新井正晃,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4655,杉浦循環器内科クリニック,238-0007,横須賀市若松町２－５矢島ビル５階,046-828-8841,,×,〇,内科循環器内科,杉浦徹,横須賀共済病院横須賀市立うわまち病院横須賀市立市民病院,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4656,北久里浜医院,239-0807,横須賀市根岸町３－２－15,046-835-3377,https://kitakurihama-iin.com,〇,〇,内科,林,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4657,くすの木クリニック,238-0011,横須賀市米が浜通１－17ＹＭＢＬＤＧ．４・５F,046-884-8862,http://www.kusunokiclinic.com,×,〇,内科小児科,原誠原史子,横須賀共済病院横須賀市立うわまち病院,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4658,小磯第２診療所,239-0813,横須賀市鴨居２－80－37,046-846-2111,,×,〇,整形外科耳鼻咽喉科,塩川健夫木村真知子,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4659,湘南山手つちだクリニック,239-0804,横須賀市吉井2-3-5,046-846-5275,,×,〇,内科小児科,土田匡明,横須賀共済病院横須賀市立うわまち病院衣笠病院よこすか浦賀病院横須賀市立市民病院,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4660,村岡クリニック,239-0807,横須賀市根岸町２－22－８２F,046-833-2228,,×,〇,内科,村岡光久,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4661,汐入メンタルクリニック,238-0042,横須賀市汐入町2-7-1山下ビル2.3F,046-823-3001,http://www.shioiri-mental.jp/,×,〇,精神科,,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4662,横須賀市立市民病院,240-0195,横須賀市長坂1-3-2,046-856-3136,https://www.jadecom.or.jp/jadecomhp/yokosuka-shimin/html/,×,〇,全科,,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4663,聖ヨゼフ病院,238-8502,横須賀市緑が丘28,046-822-2134,https://www.st-joseph.jp,×,〇,内科整形外科,,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4664,横須賀市立うわまち病院,238-8567,横須賀市上町２－36,046-823-2630,https://www.jadecom.or.jp/jadecomhp-uwamachi.jp/,×,〇,ほぼ全科,各診療科で対応,,3,関東,3関東,14,神奈川県,14神奈川県,14201,横須賀市,14201横須賀市,1406,横須賀・三浦,1406横須賀・三浦
4665,湘南福祉センター診療所,254-0035,神奈川県平塚市宮の前4-13,0463-21-1755,http://www12.plala.or.jp/shounanfukushi/index.html,×,〇,精神科心療内科,猪股誠司大西雄一池谷瑠都美,,3,関東,3関東,14,神奈川県,14神奈川県,14203,平塚市,14203平塚市,1408,湘南西部,1408湘南西部
4666,遠藤医院,254-0812,神奈川県平塚市松風町17-6,0463-21-0360,https://www.endoclinic.info/index.html,×,〇,小児科内科,下島るみ,,3,関東,3関東,14,神奈川県,14神奈川県,14203,平塚市,14203平塚市,1408,湘南西部,1408湘南西部
4667,日向岡クリニック,254-0905,神奈川県平塚市日向岡2-16-10,0463-50-1711,https://hinataoka-clinic.crayonsite.com,×,〇,内科小児科,清水宏明福田竜基,平塚市民病院（神奈川県平塚市南原1-19-1）平塚共済病院（神奈川県平塚市追分9-11）東海大学医学部附属病院（神奈川県伊勢原市下糟屋143）東海大学大磯病院（神奈川県中郡大磯町月京21-1）伊勢原協同病院（神奈川県伊勢原市田中345）済生会湘南平塚病院（神奈川県平塚市宮松町18-1）,3,関東,3関東,14,神奈川県,14神奈川県,14203,平塚市,14203平塚市,1408,湘南西部,1408湘南西部
4668,武川医院,259-1219,神奈川県平塚市広川848-4,0463-59-1514,https://www.mukawa-clinic.com,×,〇,内科消化器内科,武川賢一郎,平塚共済病院（神奈川県平塚市追分9-11）平塚市民病院（神奈川県平塚市南原1-19-1）,3,関東,3関東,14,神奈川県,14神奈川県,14203,平塚市,14203平塚市,1408,湘南西部,1408湘南西部
4669,日向岡クリニック,254-0905,神奈川県平塚市日向岡2-16-10,0463-50-1711,https://hinataoka-clinic.crayonsite.com,×,〇,内科小児科,清水宏明福田竜基,平塚市民病院（神奈川県平塚市南原1-19-1）平塚共済病院（神奈川県平塚市追分9-11）東海大学医学部附属病院（神奈川県伊勢原市下糟屋143）東海大学大磯病院（神奈川県中郡大磯町月京21-1）伊勢原協同病院（神奈川県伊勢原市田中345）済生会湘南平塚病院（神奈川県平塚市宮松町18-1）,3,関東,3関東,14,神奈川県,14神奈川県,14203,平塚市,14203平塚市,1408,湘南西部,1408湘南西部
4670,かとう腎・泌尿器科クリニック,254-0065,神奈川県平塚市南原2-1-2,0463-30-0415,https//www.kato-urc.com,〇,〇,泌尿器科、内科、麻酔科,加藤忍、加藤彩、渡邉肇,平塚市民病院（神奈川県平塚市南原１－１９－１）,3,関東,3関東,14,神奈川県,14神奈川県,14203,平塚市,14203平塚市,1408,湘南西部,1408湘南西部
4671,くすのき在宅診療所,254-0902,神奈川県平塚市徳延131-1カドヤビル202,0463-30-0900,https://kusunokicl.org/,〇,〇,内科,三田知子,平塚市民病院（神奈川県平塚市南原1-19-1）平塚共済病院（神奈川県平塚市追分9-11）,3,関東,3関東,14,神奈川県,14神奈川県,14203,平塚市,14203平塚市,1408,湘南西部,1408湘南西部
4672,こじま脳神経外科クリニック,254-0042,神奈川県平塚市明石町1-23平塚明石ビル4F,0463-21-7722,http://www.kojima-nouge.com,×,〇,脳神経外科,小島昭雄,なし,3,関東,3関東,14,神奈川県,14神奈川県,14203,平塚市,14203平塚市,1408,湘南西部,1408湘南西部
4673,ふれあい平塚ホスピタル,254-0813,神奈川県平塚市袖ケ浜1-12,0463-22-4105,http:/www.fureai-g.or.jp/fhh/,×,〇,総合診療科内科,菅井桂雄兼坂茂,湘南東部総合病院（神奈川県茅ケ崎市西久保500）茅ヶ崎中央病院（神奈川県茅ケ崎市茅ヶ崎2-2-3）茅ヶ崎新北陵病院（神奈川県茅ケ崎市行谷583-1）,3,関東,3関東,14,神奈川県,14神奈川県,14203,平塚市,14203平塚市,1408,湘南西部,1408湘南西部
4674,湘南平塚まき耳鼻咽喉科,254-0811,神奈川県平塚市八重咲町3-32鈴木ビル3F,0463-73-8711,https://maki-ent.com,×,〇,耳鼻咽喉科,横山真紀,平塚共済病院（神奈川県平塚市追分9番11号）、平塚市民病院（神奈川県平塚市南原1-19-1）,3,関東,3関東,14,神奈川県,14神奈川県,14203,平塚市,14203平塚市,1408,湘南西部,1408湘南西部
4675,かまくらファミリークリニック,248-0014,神奈川県鎌倉市由比ガ浜2-6-21,0467-22-0522,https://kamafami.com/,〇,〇,内科小児科,栗原大輔,湘南鎌倉総合病院（神奈川県鎌倉市岡本１３７０?１）,3,関東,3関東,14,神奈川県,14神奈川県,14204,鎌倉市,14204鎌倉市,1406,横須賀・三浦,1406横須賀・三浦
4676,鎌倉かまりんヒフクリニック,248-0006,神奈川県鎌倉市小町2-15-112F,0467-25-1255,https://kamarinhifu.com/,〇,〇,皮膚科アレルギー科,福永有希,鎌倉かまりんヒフクリニック,3,関東,3関東,14,神奈川県,14神奈川県,14204,鎌倉市,14204鎌倉市,1406,横須賀・三浦,1406横須賀・三浦
4677,田中医院,248-0022,神奈川県鎌倉市常盤648-4スカイ鎌倉2号棟1F,0467-32-1315,htttp://www.tanaka-clinik.net,×,〇,内科,小野村雅久,湘南鎌倉総合病院（神奈川県鎌倉市岡本2370-1）大船中央病院（神奈川県鎌倉市大船6-2-24）,3,関東,3関東,14,神奈川県,14神奈川県,14204,鎌倉市,14204鎌倉市,1406,横須賀・三浦,1406横須賀・三浦
4678,信愛クリニック,247-0056,神奈川県鎌倉市大船2-26-10,0467-48-6678,http://shinai-clinic.com/,〇,〇,内科消化器内科心療内科,井出広幸,湘南鎌倉総合病院（神奈川県鎌倉市岡本1370－1）大船中央病院（神奈川県鎌倉市大船6-2-24）,3,関東,3関東,14,神奈川県,14神奈川県,14204,鎌倉市,14204鎌倉市,1406,横須賀・三浦,1406横須賀・三浦
4679,矢内原医院,247-0056,神奈川県鎌倉市大船2-17-18,0467-44-1188,https://www.yanaihara.com/,×,〇,産科婦人科,矢内原敦吉崎敦雄柳健一平野亜具里宮村知弥石川真秋野亮介竹中慎清水信義井上真理,,3,関東,3関東,14,神奈川県,14神奈川県,14204,鎌倉市,14204鎌倉市,1406,横須賀・三浦,1406横須賀・三浦
4680,湘南台メンタルクリニック,252-0804,神奈川県藤沢市湘南台2-4-163田中ビル２-A,0466-43-2539,https://www.navita.co.jp/s/11001518/,×,〇,精神科診療内科,片桐裕子,,3,関東,3関東,14,神奈川県,14神奈川県,14205,藤沢市,14205藤沢市,1407,湘南東部,1407湘南東部
4681,釜萢内科小児科医院,251-0052,神奈川県藤沢市藤沢851,0466－22－6151,,〇,〇,小児科,中村豊,,3,関東,3関東,14,神奈川県,14神奈川県,14205,藤沢市,14205藤沢市,1407,湘南東部,1407湘南東部
4682,疋田眼科医院,251-0038,神奈川県藤沢市鵠沼松が岡四丁目１６番１５号,0466-22-5075,,×,〇,眼科,井上薫,,3,関東,3関東,14,神奈川県,14神奈川県,14205,藤沢市,14205藤沢市,1407,湘南東部,1407湘南東部
4683,江ノ島整形外科・外科,251-0037,神奈川県藤沢市鵠沼海岸1-3-16-4F,0466-31-0787,http://kaiseikai-net.or.jp/group/enoshima-seikei,×,〇,整形外科,山川秀之,藤沢市民病院,3,関東,3関東,14,神奈川県,14神奈川県,14205,藤沢市,14205藤沢市,1407,湘南東部,1407湘南東部
4684,湘南ゆずクリニック,251-0861,神奈川県藤沢市大庭5220-27,0466-52-6813,,×,〇,内科,中尾圭介,,3,関東,3関東,14,神奈川県,14神奈川県,14205,藤沢市,14205藤沢市,1407,湘南東部,1407湘南東部
4685,矢野医院,251-0871,神奈川県藤沢市善行１－２５－１１,0466-81-3541,?yano.ｄｒ-clinic.jp,〇,〇,耳鼻咽喉科,矢野ゆかり,まず、当院に御来院下さい。必要があれば病院にご紹介いたします,3,関東,3関東,14,神奈川県,14神奈川県,14205,藤沢市,14205藤沢市,1407,湘南東部,1407湘南東部
4686,藤沢駅前こころのクリニック,251-0052,神奈川県藤沢市559角若松ビル2階,0466-52-5568,?http://fujisawa-mental.com/…,×,〇,精神科心療内科,新見隆之,,3,関東,3関東,14,神奈川県,14神奈川県,14205,藤沢市,14205藤沢市,1407,湘南東部,1407湘南東部
4687,医療法人湘南鵠沼内科・リウマチ科安達正則クリニック,251-0027,神奈川県藤沢市鵠沼桜が岡四丁目14番3号,0466-26-0378,http://www5a.biglobe.ne.jp/~ADACHIMD/,×,〇,内科リウマチ科アレルギー科呼吸器内科心療内科,安達正則,藤沢市民病院（神奈川県藤沢市藤沢2-6-1）湘南藤沢徳洲会病院（神奈川県藤沢市辻堂神台1丁目5-1）湘南鎌倉総合病院（神奈川県鎌倉市岡本1370-1）横浜医療センター（神奈川県横浜市戸塚区原宿３－６０－２）聖路加国際病院（東京都中央区明石町9-1）,3,関東,3関東,14,神奈川県,14神奈川県,14205,藤沢市,14205藤沢市,1407,湘南東部,1407湘南東部
4688,マナクリニック,250-0215,神奈川県小田原市永塚5,0465-41-3001,http://manna-c.jp/,×,〇,内科耳鼻科,須田民男須田南美小林理沙小林駿,,3,関東,3関東,14,神奈川県,14神奈川県,14206,小田原市,14206小田原市,1411,県西,1411県西
4689,医療法人社団遠藤クリニック,250-0212,神奈川県小田原市西大友503,0465-36-5550,http://www.endo-cl.net,〇,〇,内科小児科,遠藤章・遠藤治子,,3,関東,3関東,14,神奈川県,14神奈川県,14206,小田原市,14206小田原市,1411,県西,1411県西
4690,富田医院,250-0205,神奈川県小田原市曽我別所777-6,0465-42-0822,http://www.myclinic.ne.jp/imobile/preview/dr_satuki/,〇,〇,内科,富田さつき,,3,関東,3関東,14,神奈川県,14神奈川県,14206,小田原市,14206小田原市,1411,県西,1411県西
4691,医）渡邊内科クリニック,250-0011,神奈川県小田原市栄町１－２－８,0465-22-6677,http://www.watanabec.com,〇,〇,内科,渡邊清治,未定,3,関東,3関東,14,神奈川県,14神奈川県,14206,小田原市,14206小田原市,1411,県西,1411県西
4692,本多記念青野クリニック,250-0012,神奈川県小田原市本町1-4-4三宅本町ビル1階2階,0465-46-6440,https://honda-aono.clinic/treatment.html,〇,〇,内科皮膚科,青野治朗小野浩二堀由紀,本院でも対面診療可医療法人社団帰陽会丹羽病院(神奈川県小田原市荻窪406）,3,関東,3関東,14,神奈川県,14神奈川県,14206,小田原市,14206小田原市,1411,県西,1411県西
